time,x,y,z
658794,0.7087,0.4405,9.8067,
658846,0.7278,0.4405,9.8067,
658893,0.7278,0.4405,9.7875,
658944,0.7087,0.4405,9.8067,
658994,0.7278,0.4405,9.8067,
659045,0.7278,0.4405,9.8067,
659095,0.7278,0.4405,9.8067,
659145,0.7087,0.4405,9.8258,
659196,0.7278,0.4597,9.8067,
659243,0.7087,0.4405,9.8258,
659295,0.7087,0.4405,9.8067,
659345,0.7087,0.4405,9.7875,
659395,0.7278,0.4597,9.8067,
659445,0.7087,0.4405,9.8067,
659495,0.7278,0.4405,9.8258,
659545,0.7278,0.4405,9.8067,
659595,0.7278,0.4405,9.8258,
659646,0.7278,0.4405,9.8067,
659695,0.7087,0.4405,9.8067,
659745,0.7278,0.4405,9.8067,
659795,0.7278,0.4405,9.8067,
659846,0.7278,0.4405,9.8067,
659894,0.7278,0.4405,9.8067,
659945,0.7278,0.4405,9.8067,
659995,0.7087,0.4405,9.8067,
660045,0.7087,0.4597,9.8258,
660095,0.7278,0.4214,9.8067,
660145,0.7278,0.4405,9.7875,
660195,0.7087,0.4405,9.8067,
660246,0.7278,0.4405,9.8067,
660295,0.7278,0.4405,9.8067,
660345,0.7278,0.4214,9.8067,
660395,0.7278,0.4405,9.8067,
660446,0.7278,0.4405,9.8258,
660495,0.7278,0.4405,9.8067,
660545,0.7278,0.4405,9.8067,
660595,0.7278,0.4405,9.8067,
660646,0.7278,0.4405,9.7875,
660695,0.7087,0.4405,9.8067,
660745,0.7278,0.4405,9.7875,
660795,0.7278,0.4597,9.8067,
660846,0.7278,0.4405,9.8067,
660895,0.7278,0.4405,9.8067,
660945,0.7278,0.4405,9.8067,
660995,0.7278,0.4405,9.8258,
661043,0.7278,0.4214,9.8067,
661094,0.7087,0.4214,9.8067,
661145,0.7087,0.4405,9.8067,
661194,0.7278,0.4405,9.8067,
661246,0.7087,0.4405,9.8067,
661295,0.7278,0.4405,9.8067,
661345,0.7278,0.4405,9.8067,
661395,0.7087,0.4405,9.7875,
661446,0.7278,0.4405,9.8067,
661494,0.7278,0.4597,9.7875,
661545,0.7087,0.4405,9.8258,
661595,0.7087,0.4405,9.8067,
661646,0.7087,0.4405,9.8067,
661695,0.7278,0.4405,9.8067,
661745,0.7278,0.4405,9.7875,
661795,0.7278,0.4405,9.8067,
661846,0.7278,0.4405,9.8067,
661894,0.7278,0.4214,9.8067,
661945,0.7278,0.4405,9.8067,
661995,0.7087,0.4405,9.8067,
662045,0.7087,0.4405,9.8067,
662094,0.7087,0.4405,9.8067,
662145,0.7278,0.4405,9.8067,
662195,0.7087,0.4405,9.8067,
662245,0.7278,0.4405,9.8067,
662294,0.7278,0.4405,9.8067,
662345,0.7278,0.4405,9.8067,
662396,0.7470,0.4214,9.7875,
662445,0.7278,0.4405,9.8067,
662495,0.7278,0.4214,9.8067,
662545,0.7278,0.4405,9.7875,
662595,0.7278,0.4405,9.8067,
662644,0.7278,0.4405,9.8067,
662695,0.7278,0.4405,9.8067,
662745,0.7278,0.4405,9.8067,
662795,0.7278,0.4405,9.8067,
662846,0.7278,0.4405,9.8067,
662895,0.7278,0.4405,9.8067,
662945,0.7278,0.4405,9.8067,
662996,0.7278,0.4405,9.8067,
663045,0.7470,0.4597,9.8258,
663095,0.7278,0.4405,9.8067,
663145,0.7278,0.4405,9.8067,
663196,0.7278,0.4405,9.8067,
663246,0.7278,0.4597,9.8067,
663294,0.7278,0.4214,9.8067,
663345,0.7278,0.4405,9.8067,
663395,0.7087,0.4597,9.8258,
663446,0.7278,0.4405,9.8067,
663495,0.7087,0.4214,9.8067,
663545,0.7278,0.4405,9.8067,
663595,0.7278,0.4405,9.8067,
663646,0.7087,0.4405,9.8258,
663695,0.7087,0.4597,9.7875,
663745,0.7470,0.4405,9.8067,
663795,0.7278,0.4597,9.8067,
663846,0.7278,0.4405,9.8067,
663894,0.7278,0.4405,9.8067,
663945,0.7278,0.4405,9.8067,
663995,0.7278,0.4405,9.8067,
664045,0.7278,0.4405,9.8067,
664094,0.7087,0.4405,9.8258,
664145,0.7278,0.4214,9.8258,
664195,0.7278,0.4405,9.7875,
664246,0.7087,0.4405,9.8258,
664294,0.7278,0.4405,9.8067,
664345,0.7278,0.4597,9.8067,
664395,0.7470,0.4214,9.8067,
664446,0.7278,0.4405,9.8067,
664496,0.7087,0.4405,9.7875,
664545,0.7278,0.4405,9.8067,
664596,0.7278,0.4405,9.7875,
664646,0.7278,0.4405,9.8258,
664695,0.7278,0.4405,9.8067,
664745,0.7278,0.4214,9.8067,
664795,0.7087,0.4405,9.8067,
664846,0.7278,0.4405,9.8067,
664894,0.7278,0.4405,9.8067,
664945,0.7278,0.4405,9.7875,
664995,0.7278,0.4405,9.8067,
665045,0.7278,0.4405,9.8067,
665094,0.7278,0.4405,9.8067,
665145,0.7278,0.4405,9.7875,
665194,0.7278,0.4405,9.8067,
665246,0.7087,0.4405,9.8258,
665294,0.7278,0.4405,9.8067,
665345,0.7278,0.4405,9.7875,
665395,0.7278,0.4405,9.8067,
665446,0.7278,0.4405,9.8067,
665494,0.7278,0.4405,9.8067,
665545,0.7278,0.4405,9.8067,
665595,0.7278,0.4405,9.8067,
665646,0.7278,0.4214,9.8067,
665694,0.7278,0.4405,9.8067,
665745,0.7278,0.4214,9.8258,
665795,0.7278,0.4405,9.8067,
665846,0.7470,0.4405,9.8067,
665894,0.7470,0.4405,9.7875,
665945,0.7470,0.4214,9.8258,
665995,0.7278,0.4405,9.8067,
666046,0.7278,0.4405,9.8258,
666094,0.7470,0.4214,9.8067,
666145,0.7278,0.4405,9.8067,
666195,0.7470,0.4214,9.8258,
666246,0.7278,0.4405,9.8258,
666294,0.7470,0.4405,9.8067,
666345,0.7278,0.4214,9.8067,
666396,0.7470,0.4214,9.7875,
666446,0.7278,0.4405,9.8258,
666494,0.7278,0.4405,9.8067,
666545,0.7470,0.4214,9.8067,
666595,0.7470,0.4405,9.8067,
666646,0.7278,0.4405,9.8067,
666694,0.7470,0.4405,9.8067,
666744,0.7470,0.4405,9.8067,
666795,0.7278,0.4214,9.8067,
666846,0.7278,0.4405,9.8067,
666894,0.7278,0.4214,9.8067,
666945,0.7278,0.4214,9.8258,
666996,0.7278,0.4405,9.8067,
667046,0.7278,0.4405,9.8067,
667094,0.7470,0.4214,9.8067,
667145,0.7278,0.4405,9.8067,
667195,0.7278,0.4405,9.8067,
667246,0.7470,0.4405,9.8067,
667294,0.7278,0.4405,9.8067,
667345,0.7278,0.4405,9.8067,
667395,0.7470,0.4405,9.7875,
667446,0.7278,0.4405,9.8258,
667494,0.7470,0.4214,9.8067,
667545,0.7470,0.4405,9.7875,
667595,0.7470,0.4597,9.8258,
667646,0.7470,0.4214,9.8067,
667694,0.7470,0.4405,9.8067,
667745,0.7278,0.4405,9.8067,
667795,0.7470,0.4405,9.8067,
667846,0.7278,0.4405,9.8067,
667894,0.7278,0.4405,9.8067,
667945,0.7278,0.4405,9.8258,
667995,0.7278,0.4405,9.8067,
668046,0.7278,0.4405,9.8067,
668094,0.7278,0.4405,9.8067,
668144,0.7278,0.4405,9.7875,
668195,0.7470,0.4405,9.8067,
668246,0.7278,0.4405,9.8258,
668294,0.7278,0.4405,9.8067,
668345,0.7470,0.4405,9.8067,
668395,0.7470,0.4597,9.8258,
668446,0.7278,0.4405,9.8067,
668494,0.7278,0.4405,9.8258,
668545,0.7470,0.4214,9.8258,
668595,0.7278,0.4405,9.7875,
668646,0.7470,0.4405,9.8067,
668694,0.7470,0.4405,9.8067,
668745,0.7470,0.4405,9.8067,
668796,0.7278,0.4405,9.8258,
668846,0.7470,0.4405,9.8067,
668894,0.7278,0.4405,9.8067,
668944,0.7278,0.4405,9.8067,
668995,0.7278,0.4405,9.8067,
669046,0.7278,0.4214,9.7875,
669094,0.7278,0.4405,9.8067,
669145,0.7278,0.4214,9.8067,
669195,0.7661,0.4405,9.7875,
669245,0.7278,0.4405,9.8067,
669294,0.7278,0.4405,9.8067,
669345,0.7278,0.4405,9.8067,
669395,0.7278,0.4405,9.8067,
669446,0.7278,0.4405,9.8067,
669494,0.7278,0.4405,9.8067,
669545,0.7470,0.4405,9.8067,
669595,0.7278,0.4405,9.8067,
669646,0.7278,0.4405,9.8067,
669694,0.7278,0.4597,9.8067,
669745,0.7278,0.4405,9.8067,
669795,0.7278,0.4405,9.8067,
669846,0.7278,0.4405,9.8067,
669894,0.7278,0.4405,9.8067,
669945,0.7278,0.4214,9.8067,
669995,0.7278,0.4405,9.8258,
670045,0.7278,0.4405,9.7875,
670094,0.7278,0.4405,9.8258,
670145,0.7278,0.4405,9.8067,
670195,0.7278,0.4405,9.8258,
670246,0.7278,0.4405,9.8067,
670294,0.7278,0.4214,9.8067,
670345,0.7470,0.4597,9.8067,
670395,0.7278,0.4405,9.8067,
670446,0.7278,0.4405,9.8067,
670494,0.7278,0.4405,9.8067,
670545,0.7470,0.4405,9.8067,
670596,0.7278,0.4405,9.7875,
670646,0.7278,0.4405,9.8258,
670694,0.7278,0.4405,9.8067,
670745,0.7278,0.4405,9.8067,
670795,0.7278,0.4405,9.8067,
670846,0.7470,0.4405,9.8258,
670894,0.7278,0.4405,9.8067,
670945,0.7278,0.4405,9.8067,
670995,0.7278,0.4405,9.8067,
671046,0.7470,0.4405,9.8067,
671094,0.7278,0.4597,9.7875,
671144,0.7087,0.4405,9.8258,
671195,0.7278,0.4214,9.8067,
671246,0.7278,0.4405,9.7875,
671294,0.7278,0.4405,9.8067,
671344,0.7278,0.4405,9.8067,
671394,0.7278,0.4405,9.8067,
671445,0.7278,0.4405,9.8067,
671494,0.7278,0.4405,9.8067,
671545,0.7278,0.4405,9.8067,
671595,0.7278,0.4405,9.8067,
671645,0.7278,0.4405,9.8067,
671694,0.7278,0.4214,9.8067,
671745,0.7278,0.4405,9.8258,
671795,0.7278,0.4214,9.8067,
671846,0.7278,0.4405,9.8258,
671894,0.7278,0.4405,9.8067,
671945,0.7278,0.4597,9.8067,
671995,0.7470,0.4405,9.8258,
672046,0.7278,0.4214,9.8067,
672094,0.7278,0.4214,9.7875,
672145,0.7278,0.4405,9.8258,
672195,0.7278,0.4405,9.8067,
672245,0.7278,0.4405,9.8067,
672294,0.7278,0.4214,9.8067,
672344,0.7278,0.4405,9.8067,
672395,0.7278,0.4405,9.8067,
672446,0.7470,0.4405,9.8067,
672494,0.7278,0.4214,9.8067,
672545,0.7470,0.4405,9.7875,
672595,0.7278,0.4405,9.8067,
672646,0.7278,0.4405,9.8258,
672694,0.7278,0.4405,9.8067,
672745,0.7470,0.4405,9.8067,
672795,0.7470,0.4405,9.8258,
672846,0.7470,0.4214,9.8067,
672894,0.7278,0.4214,9.8067,
672945,0.7278,0.4405,9.7875,
672995,0.7470,0.4214,9.8067,
673046,0.7470,0.4405,9.8067,
673094,0.7278,0.4214,9.8067,
673145,0.7278,0.4405,9.8067,
673195,0.7470,0.4214,9.8067,
673246,0.7278,0.4214,9.8067,
673294,0.7470,0.4405,9.8067,
673345,0.7470,0.4214,9.8067,
673395,0.7470,0.4405,9.8067,
673446,0.7470,0.4214,9.8067,
673494,0.7470,0.4597,9.8067,
673545,0.7470,0.4405,9.8258,
673595,0.7470,0.4214,9.8067,
673646,0.7470,0.4405,9.8067,
673694,0.7278,0.4405,9.8067,
673745,0.7278,0.4405,9.8258,
673795,0.7470,0.4405,9.8067,
673846,0.7278,0.4214,9.8067,
673894,0.7278,0.4214,9.8067,
673945,0.7278,0.4597,9.8067,
673995,0.7278,0.4405,9.8067,
674046,0.7470,0.4214,9.8067,
674094,0.7470,0.4405,9.8067,
674145,0.7470,0.4405,9.8258,
674195,0.7278,0.4405,9.8067,
674246,0.7278,0.4405,9.8067,
674294,0.7278,0.4405,9.8258,
674345,0.7278,0.4405,9.8258,
674395,0.7278,0.4405,9.8067,
674446,0.7278,0.4214,9.7875,
674494,0.7470,0.4405,9.7875,
674545,0.7470,0.4405,9.8067,
674595,0.7278,0.4405,9.8067,
674646,0.7470,0.4405,9.8067,
674694,0.7470,0.4405,9.7875,
674745,0.7470,0.4214,9.8067,
674795,0.7278,0.4405,9.7875,
674845,0.7278,0.4405,9.8067,
674894,0.7470,0.4405,9.8067,
674945,0.7278,0.4405,9.8258,
674995,0.7470,0.4405,9.8067,
675046,0.7278,0.4405,9.7875,
675094,0.7278,0.4405,9.8067,
675145,0.7278,0.4405,9.8258,
675195,0.7470,0.4214,9.8067,
675246,0.7470,0.4405,9.8067,
675295,0.7278,0.4405,9.8067,
675345,0.7278,0.4405,9.8067,
675395,0.7278,0.4405,9.8067,
675445,0.7278,0.4405,9.8067,
675495,0.7470,0.4214,9.8067,
675545,0.7470,0.4405,9.8067,
675595,0.7278,0.4405,9.8067,
675646,0.7470,0.4405,9.8067,
675695,0.7470,0.4405,9.8067,
675745,0.7470,0.4405,9.7875,
675795,0.7470,0.4405,9.8067,
675846,0.7470,0.4405,9.8258,
675895,0.7278,0.4405,9.8067,
675945,0.7470,0.4214,9.8258,
675995,0.7278,0.4405,9.8067,
676045,0.7470,0.4405,9.8067,
676094,0.7278,0.4405,9.8067,
676145,0.7278,0.4405,9.8067,
676195,0.7278,0.4405,9.8258,
676246,0.7470,0.4405,9.8067,
676295,0.7278,0.4405,9.8067,
676345,0.7470,0.4405,9.8067,
676395,0.7470,0.4405,9.8067,
676446,0.7278,0.4405,9.8258,
676494,0.7278,0.4405,9.8067,
676545,0.7278,0.4405,9.8258,
676594,0.7470,0.4597,9.8067,
676643,0.7278,0.4405,9.8067,
676695,0.7278,0.4405,9.8258,
676745,0.7278,0.4405,9.8067,
676795,0.7278,0.4405,9.8067,
676846,0.7278,0.4214,9.8067,
676893,0.7278,0.4405,9.8067,
676945,0.7278,0.4214,9.8258,
676994,0.7470,0.4405,9.8067,
677045,0.7278,0.4405,9.8258,
677094,0.7278,0.4405,9.8067,
677145,0.7470,0.4405,9.8067,
677195,0.7470,0.4405,9.8067,
677245,0.7278,0.4405,9.8258,
677294,0.7278,0.4405,9.8067,
677345,0.7470,0.4214,9.8067,
677395,0.7278,0.4405,9.8067,
677446,0.7278,0.4405,9.8067,
677495,0.7470,0.4214,9.8067,
677545,0.7470,0.4405,9.8067,
677595,0.7278,0.4405,9.8258,
677646,0.7278,0.4405,9.8067,
677693,0.7278,0.4405,9.8067,
677745,0.7278,0.4405,9.8067,
677795,0.7278,0.4405,9.8067,
677846,0.7278,0.4405,9.7875,
677893,0.7470,0.4405,9.8067,
677945,0.7278,0.4405,9.8067,
677994,0.7278,0.4405,9.8067,
678045,0.7470,0.4405,9.8067,
678093,0.7278,0.4214,9.8067,
678145,0.7278,0.4405,9.8067,
678195,0.7470,0.4405,9.8067,
678246,0.7278,0.4405,9.8067,
678293,0.7278,0.4405,9.7875,
678345,0.7278,0.4214,9.8067,
678395,0.7278,0.4405,9.8067,
678446,0.7278,0.4405,9.8067,
678493,0.7278,0.4405,9.8067,
678545,0.7470,0.4214,9.8067,
678595,0.7470,0.4405,9.8067,
678645,0.7278,0.4405,9.8067,
678693,0.7278,0.4214,9.8067,
678745,0.7470,0.4405,9.8067,
678795,0.7278,0.4405,9.8067,
678846,0.7278,0.4214,9.8067,
678893,0.7470,0.4405,9.8067,
678945,0.7278,0.4405,9.8067,
678995,0.7470,0.4214,9.7875,
679045,0.7278,0.4405,9.8067,
679093,0.7278,0.4405,9.8067,
679145,0.7278,0.4405,9.8067,
679195,0.7470,0.4214,9.8067,
679246,0.7470,0.4405,9.8067,
679294,0.7278,0.4405,9.8067,
679345,0.7278,0.4405,9.7875,
679395,0.7278,0.4214,9.8067,
679446,0.7278,0.4214,9.8067,
679493,0.7470,0.4405,9.8067,
679545,0.7470,0.4214,9.8067,
679595,0.7278,0.4405,9.8067,
679646,0.7470,0.4405,9.8258,
679693,0.7470,0.4405,9.8258,
679745,0.7278,0.4214,9.8258,
679795,0.7470,0.4214,9.8067,
679846,0.7278,0.4405,9.8067,
679893,0.7470,0.4405,9.8258,
679945,0.7278,0.4405,9.8067,
679995,0.7470,0.4214,9.8067,
680046,0.7278,0.4214,9.8067,
680094,0.7470,0.4405,9.8067,
680145,0.7278,0.4405,9.8067,
680195,0.7278,0.4405,9.8067,
680246,0.7470,0.4405,9.8067,
680294,0.7470,0.4214,9.8067,
680345,0.7278,0.4214,9.8067,
680395,0.7470,0.4405,9.7875,
680446,0.7278,0.4405,9.8067,
680494,0.7470,0.4405,9.8067,
680545,0.7278,0.4405,9.7875,
680595,0.7278,0.4405,9.8258,
680646,0.7470,0.4214,9.8067,
680694,0.7278,0.4405,9.8067,
680745,0.7470,0.4405,9.8067,
680795,0.7470,0.4405,9.8067,
680846,0.7470,0.4405,9.8067,
680894,0.7470,0.4214,9.8067,
680945,0.7278,0.4214,9.8067,
680995,0.7470,0.4405,9.7875,
681045,0.7470,0.4214,9.8258,
681094,0.7470,0.4405,9.8258,
681145,0.7278,0.4214,9.8258,
681195,0.7470,0.4214,9.8067,
681246,0.7278,0.4405,9.8258,
681294,0.7470,0.4405,9.8067,
681345,0.7470,0.4405,9.7875,
681395,0.7470,0.4214,9.8258,
681446,0.7470,0.4214,9.7875,
681494,0.7278,0.4405,9.8067,
681545,0.7470,0.4214,9.8067,
681595,0.7470,0.4405,9.8067,
681646,0.7470,0.4405,9.8067,
681694,0.7278,0.4405,9.8067,
681745,0.7470,0.4405,9.8067,
681795,0.7470,0.4405,9.8067,
681846,0.7470,0.4214,9.8067,
681894,0.7470,0.4214,9.7875,
681945,0.7470,0.4405,9.8067,
681995,0.7470,0.4405,9.8258,
682043,0.7470,0.4214,9.8067,
682093,0.7470,0.4214,9.8067,
682145,0.7470,0.4214,9.8067,
682195,0.7470,0.4214,9.8067,
682246,0.7470,0.4405,9.8067,
682293,0.7470,0.4405,9.8067,
682345,0.7470,0.4405,9.8067,
682395,0.7470,0.4405,9.8067,
682446,0.7470,0.4405,9.8067,
682494,0.7470,0.4405,9.8067,
682545,0.7470,0.4214,9.8067,
682595,0.7278,0.4405,9.8067,
682646,0.7470,0.4405,9.8067,
682694,0.7278,0.4405,9.8067,
682745,0.7470,0.4214,9.8258,
682795,0.7470,0.4597,9.8067,
682846,0.7278,0.4214,9.8067,
682894,0.7470,0.4405,9.8067,
682945,0.7470,0.4405,9.8067,
682995,0.7470,0.4405,9.7875,
683046,0.7278,0.4214,9.8067,
683094,0.7470,0.4405,9.7875,
683145,0.7278,0.4405,9.8067,
683195,0.7470,0.4214,9.7875,
683246,0.7470,0.4214,9.7875,
683294,0.7470,0.4405,9.8067,
683345,0.7470,0.4405,9.8067,
683395,0.7278,0.4405,9.8067,
683446,0.7470,0.4405,9.8258,
683494,0.7470,0.4597,9.8067,
683545,0.7470,0.4214,9.8067,
683595,0.7470,0.4405,9.8067,
683646,0.7278,0.4405,9.8067,
683694,0.7470,0.4405,9.7875,
683744,0.7470,0.4405,9.8067,
683795,0.7470,0.4405,9.8067,
683846,0.7278,0.4405,9.8067,
683894,0.7470,0.4214,9.8067,
683944,0.7470,0.4405,9.8067,
683995,0.7278,0.4405,9.8067,
684046,0.7470,0.4405,9.8067,
684094,0.7278,0.4405,9.8067,
684145,0.7470,0.4214,9.8067,
684195,0.7470,0.4405,9.8067,
684245,0.7278,0.4405,9.7875,
684294,0.7278,0.4405,9.8067,
684345,0.7470,0.4405,9.8067,
684395,0.7278,0.4405,9.8067,
684446,0.7278,0.4405,9.8067,
684494,0.7470,0.4405,9.8067,
684545,0.7470,0.4405,9.8067,
684595,0.7470,0.4214,9.8067,
684646,0.7278,0.4405,9.8067,
684694,0.7470,0.4405,9.8067,
684745,0.7470,0.4405,9.7875,
684795,0.7470,0.4597,9.8067,
684846,0.7470,0.4405,9.8258,
684894,0.7470,0.4214,9.7875,
684945,0.7278,0.4405,9.8067,
684995,0.7278,0.4405,9.8067,
685044,0.7278,0.4405,9.8067,
685095,0.7470,0.4214,9.8067,
685145,0.7470,0.4405,9.8067,
685195,0.7278,0.4214,9.8067,
685246,0.7470,0.4405,9.8067,
685294,0.7278,0.4405,9.8258,
685345,0.7278,0.4405,9.8067,
685395,0.7278,0.4214,9.8067,
685446,0.7278,0.4214,9.8067,
685494,0.7470,0.4214,9.8067,
685545,0.7278,0.4405,9.8067,
685595,0.7278,0.4405,9.8067,
685646,0.7470,0.4405,9.8258,
685694,0.7278,0.4405,9.8067,
685745,0.7278,0.4405,9.8067,
685795,0.7278,0.4405,9.8067,
685846,0.7470,0.4214,9.8067,
685894,0.7278,0.4214,9.8067,
685945,0.7470,0.4405,9.8067,
685995,0.7278,0.4214,9.7875,
686046,0.7278,0.4214,9.8067,
686095,0.7470,0.4214,9.8067,
686145,0.7470,0.4214,9.7875,
686195,0.7470,0.4405,9.8258,
686246,0.7470,0.4214,9.8067,
686294,0.7278,0.4405,9.8067,
686345,0.7470,0.4214,9.8067,
686395,0.7470,0.4405,9.8067,
686446,0.7470,0.4405,9.8067,
686494,0.7278,0.4214,9.8067,
686545,0.7470,0.4405,9.7875,
686595,0.7470,0.4405,9.8258,
686646,0.7470,0.4022,9.7875,
686694,0.7470,0.4405,9.8067,
686745,0.7278,0.4405,9.8067,
686795,0.7661,0.4405,9.8067,
686846,0.7470,0.4214,9.8067,
686894,0.7470,0.4214,9.8067,
686945,0.7470,0.4405,9.8067,
686995,0.7470,0.4405,9.8067,
687046,0.7470,0.4214,9.8067,
687094,0.7470,0.4214,9.8067,
687145,0.7470,0.4405,9.8067,
687195,0.7470,0.4405,9.8067,
687246,0.7470,0.4022,9.8067,
687294,0.7470,0.4405,9.8067,
687345,0.7278,0.4214,9.8258,
687395,0.7470,0.4214,9.8067,
687446,0.7470,0.4405,9.7875,
687494,0.7470,0.4405,9.8067,
687545,0.7470,0.4214,9.8067,
687594,0.7470,0.4405,9.8067,
687646,0.7470,0.4405,9.8067,
687694,0.7470,0.4405,9.8067,
687745,0.7278,0.4405,9.8067,
687795,0.7470,0.4405,9.8067,
687846,0.7470,0.4214,9.8067,
687894,0.7470,0.4405,9.8067,
687945,0.7470,0.4214,9.8258,
687995,0.7470,0.4405,9.8067,
688045,0.7470,0.4214,9.8067,
688094,0.7278,0.4214,9.7875,
688145,0.7470,0.4214,9.8067,
688195,0.7470,0.4405,9.8067,
688245,0.7470,0.4214,9.8067,
688294,0.7470,0.4214,9.8067,
688344,0.7470,0.4214,9.8067,
688395,0.7470,0.4214,9.8067,
688446,0.7470,0.4405,9.8067,
688495,0.7470,0.4214,9.8067,
688545,0.7470,0.4214,9.8067,
688595,0.7470,0.4214,9.8067,
688646,0.7470,0.4214,9.8067,
688694,0.7470,0.4214,9.8067,
688745,0.7470,0.4214,9.8258,
688795,0.7470,0.4022,9.8067,
688846,0.7470,0.4214,9.8067,
688895,0.7470,0.4214,9.8258,
688945,0.7470,0.4214,9.8258,
688995,0.7470,0.4214,9.8067,
689046,0.7470,0.4214,9.8067,
689095,0.7470,0.4214,9.8067,
689145,0.7470,0.4214,9.8258,
689195,0.7470,0.4214,9.8067,
689245,0.7278,0.4214,9.8067,
689295,0.7470,0.4214,9.7875,
689345,0.7470,0.4214,9.8067,
689395,0.7470,0.4214,9.8067,
689446,0.7470,0.4214,9.7875,
689495,0.7470,0.4214,9.7875,
689544,0.7470,0.4214,9.7875,
689595,0.7470,0.4405,9.8067,
689646,0.7470,0.4405,9.7875,
689695,0.7470,0.4214,9.8258,
689745,0.7661,0.4405,9.8067,
689795,0.7470,0.4405,9.8258,
689846,0.7470,0.4405,9.8067,
689895,0.7470,0.4214,9.8067,
689945,0.7470,0.4405,9.8067,
689995,0.7661,0.4405,9.8067,
690046,0.7470,0.4214,9.8067,
690095,0.7470,0.4405,9.8067,
690145,0.7470,0.4214,9.8067,
690195,0.7470,0.4214,9.7875,
690246,0.7278,0.4214,9.7875,
690295,0.7470,0.4214,9.8067,
690345,0.7470,0.4405,9.8067,
690395,0.7661,0.4214,9.7875,
690446,0.7278,0.4214,9.8067,
690495,0.7470,0.4214,9.8067,
690544,0.7470,0.4405,9.8067,
690595,0.7470,0.4405,9.8067,
690646,0.7470,0.4405,9.8067,
690695,0.7470,0.4214,9.8258,
690745,0.7470,0.4405,9.7875,
690795,0.7470,0.4405,9.8067,
690845,0.7661,0.4405,9.8067,
690895,0.7470,0.4214,9.7875,
690945,0.7470,0.4597,9.8258,
690995,0.7470,0.4405,9.8258,
691045,0.7470,0.4214,9.8067,
691095,0.7278,0.4405,9.8067,
691145,0.7278,0.4405,9.8067,
691195,0.7278,0.4405,9.8067,
691245,0.7470,0.4405,9.7875,
691294,0.7470,0.4405,9.8067,
691345,0.7470,0.4405,9.8067,
691395,0.7278,0.4405,9.8067,
691445,0.7278,0.4405,9.8067,
691494,0.7470,0.4405,9.8067,
691547,0.7470,0.4405,9.8067,
691595,0.7278,0.4405,9.8067,
691646,0.7278,0.4405,9.8067,
691695,0.7470,0.4214,9.8067,
691745,0.7470,0.4405,9.7875,
691795,0.7470,0.4405,9.8067,
691846,0.7470,0.4405,9.8067,
691895,0.7470,0.4214,9.7875,
691945,0.7470,0.4405,9.8067,
691995,0.7278,0.4405,9.8067,
692046,0.7470,0.4405,9.8067,
692095,0.7470,0.4405,9.8258,
692145,0.7470,0.4214,9.8067,
692195,0.7470,0.4405,9.8067,
692245,0.7470,0.4405,9.8067,
692295,0.7470,0.4214,9.8258,
692345,0.7470,0.4405,9.8258,
692395,0.7470,0.4405,9.8067,
692445,0.7470,0.4214,9.8067,
692495,0.7470,0.4214,9.8067,
692547,0.7470,0.4214,9.8067,
